Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5249291987163741 (0.2680334441541292),0.7388159384330114 (0.1422271339420169),0.5948542857506814 (0.32244717677140544)
Spectralis,0.6099043215022367 (0.25936375136984463),0.8559768871714671 (0.18640583178428127),0.6002263468809617 (0.29703705137361436)
Topcon,0.6637138551787326 (0.21281009945727483),0.6943262292914194 (0.169144076738961),0.6222673648788083 (0.204874596826848)
