Volume,dice_SRF
TRAIN003,nan (nan)
TRAIN005,0.708015395023606 (0.1918150859002806)
TRAIN006,nan (nan)
TRAIN009,nan (nan)
TRAIN020,0.511026749194696 (0.19889152104955726)
TRAIN030,0.8199885249137878 (0.1079642793903184)
TRAIN036,nan (nan)
TRAIN038,0.8543901793658734 (0.17497269913358027)
TRAIN045,nan (nan)
TRAIN047,nan (nan)
TRAIN055,nan (nan)
TRAIN058,nan (nan)
TRAIN061,0.7365225296314448 (0.12141803806433805)
TRAIN066,nan (nan)
