,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run084,0.308 (0.417),0.617 (0.203),0.229 (0.421),0.532 (0.446),0.735 (0.186),0.437 (0.498),0.625 (0.427),0.715 (0.171),0.585 (0.493),0.463 (0.450),0.684 (0.193),0.386 (0.487)
