Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6260814559085207 (0.23686679696628662),0.7950934900867718 (0.16390890517890433),0.4489009567417291 (0.2790065386367978)
Spectralis,0.6808151121650423 (0.1680024898618984),0.8419861945143917 (0.15581614824779647),0.7707156072060267 (0.21349650715757756)
Topcon,0.6128213863193461 (0.24420231314737917),0.6966040127161073 (0.2511451935432848),0.5239275426552822 (0.2631392385976339)
