Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5555961844976991 (0.44045814130651784),0.8370940529042855 (0.30091357433173566),0.6722046321243397 (0.4182490284187161)
Spectralis,0.7611656603156304 (0.31789152951844457),0.8530335228053891 (0.3168169798156768),0.8476824584664131 (0.3244611431599985)
Topcon,0.8286803943171565 (0.3118453205309324),0.9075017065208938 (0.26530937533277316),0.8576935504773117 (0.3045443372980845)
