Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.48606023486507566 (0.2926381359649374),0.7981235697990706 (0.13729811432310587),0.6386302255334393 (0.303585642528635)
TRAIN007,0.6186959377924601 (0.1826032517300352),nan (nan),nan (nan)
TRAIN018,0.8167844216028849 (0.1486690377530704),nan (nan),nan (nan)
TRAIN022,0.6698871328658664 (0.11178477989620982),nan (nan),nan (nan)
TRAIN024,nan (nan),nan (nan),0.4136267104025545 (0.17871560194247835)
TRAIN026,0.8789082020521164 (0.08484903002431762),nan (nan),nan (nan)
TRAIN034,0.5287167453958143 (0.3462329139838482),nan (nan),nan (nan)
TRAIN040,0.6891480430408761 (0.14211463968725238),0.7330663949251175 (0.18645454472461906),nan (nan)
TRAIN043,0.6922726763619317 (0.16084099179664865),0.8158822250366211 (0.15009512708819508),0.6423022951214359 (0.30120677857207057)
TRAIN044,0.7399870540414538 (0.09638970304811376),0.8091802815596263 (0.2443664674201729),0.6892730560567644 (0.12769937441331)
TRAIN052,0.5038804077942457 (0.26655190518722166),0.39560421670858675 (0.15336765889143433),nan (nan)
TRAIN054,0.6326103018302667 (0.13219194372244547),0.6522960237094334 (0.07266172036326593),nan (nan)
TRAIN059,0.6310856508744227 (0.18426527496055037),0.703940216700236 (0.1491112424681501),nan (nan)
TRAIN069,nan (nan),0.37788018584251404 (0.534403283770549),0.5271282546588631 (0.20177095011719973)
