Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.30185697260438593 (0.23541694501050367),0.4753593065728973 (0.2575758592109872),0.2386767297710282 (0.2016074060809361)
TRAIN007,0.36569868365923563 (0.13410074819080212),nan (nan),nan (nan)
TRAIN018,0.06870699922243755 (0.011068906053420435),nan (nan),nan (nan)
TRAIN022,0.28030032169112223 (0.17001914484607866),nan (nan),nan (nan)
TRAIN024,nan (nan),nan (nan),0.041748150043061066 (0.05332256708327766)
TRAIN026,0.7563356136282285 (0.146694206850315),nan (nan),nan (nan)
TRAIN034,0.4490516267476543 (0.26042256101473554),nan (nan),nan (nan)
TRAIN040,0.6081703415623417 (0.13596387243176847),0.5723096579313278 (0.15724140731198824),nan (nan)
TRAIN043,0.5179931686984168 (0.18569223760224074),0.7755351787805558 (0.18473518452408744),0.6639712842611166 (0.16532782207972116)
TRAIN044,0.6613763922027179 (0.12095257377453372),0.7818923908803198 (0.20527834193450092),0.5282623911345447 (0.12679153472443785)
TRAIN052,0.27615414719496456 (0.2352095901230786),0.11613808751392823 (0.15433632824238272),nan (nan)
TRAIN054,0.09323892971549771 (0.13449538651827447),0.620013025190149 (0.2530617787386307),nan (nan)
TRAIN059,0.18058602402422141 (0.21364526360746086),0.612834099928538 (0.19863988164016597),nan (nan)
TRAIN069,nan (nan),0.6193511784076691 (0.12308156814690938),0.271233073023499 (0.16450814649459924)
