Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.2631578947368421 (0.45241392835886407),0.5333333333333333 (0.5163977794943222),0.5789473684210527 (0.5072572735017881)
D3S1,0.3684210526315789 (0.4955946277833521),0.8461538461538461 (0.3755338080994054),0.29411764705882354 (0.4696682183138621)
D4S1,0.0 (0.0),0.05263157894736842 (0.22941573387056177),0.0 (0.0)
D4S2,0.0 (0.0),0.15384615384615385 (0.3755338080994054),0.0 (0.0)
D5S2,0.0 (0.0),0.16666666666666666 (0.408248290463863),0.0 (0.0)
D5S3,0.15789473684210525 (0.3746343246326776),0.8 (0.4472135954999579),0.0 (0.0)
