Volume,dice_IRF,dice_SRF,dice_PED
D2S1,nan (nan),0.26159822940826416 (0.11097700585692302),nan (nan)
D3S1,nan (nan),0.6045850267012914 (0.18827289020576157),0.04029454570263624 (0.041452043225212766)
D4S1,0.29675688222050667 (0.2173177145384632),nan (nan),nan (nan)
D4S2,0.5264023710042238 (0.3053181581732467),0.381053368250529 (0.20695675417986195),nan (nan)
D5S2,nan (nan),0.3902375331291786 (0.14282301468580225),nan (nan)
D5S3,nan (nan),0.5780979607786451 (0.10890616097173635),nan (nan)
