Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6345732925040404 (0.23258647165375523),0.7859476150737869 (0.15054761135008718),0.5663150291630002 (0.2561514433059171)
Spectralis,0.6943040395776431 (0.15337951233579727),0.823509938361352 (0.13476409274085666),0.7611150231626299 (0.17556973279783653)
Topcon,0.5542108405595728 (0.2807575414206825),0.6789312028303379 (0.2848093418678221),0.5105043974233 (0.24201361561835819)
