slice,dice_Background,dice_IRF,voxels_Background,voxels_IRF,union_Background,union_IRF,intersection_Background,intersection_IRF,binary_dice
Cirrus_TRAIN008_000.tiff,0.9997557997703552,0.0,253952,0,507780,124,253828,0,0.0
Cirrus_TRAIN008_001.tiff,0.999552845954895,0.0,253952,0,507677,227,253725,0,0.0
Cirrus_TRAIN008_002.tiff,0.9996513724327087,0.0,253952,0,507727,177,253775,0,0.0
Cirrus_TRAIN008_003.tiff,0.9997026324272156,0.0,253952,0,507753,151,253801,0,0.0
Cirrus_TRAIN008_004.tiff,0.9999074339866638,0.0,253952,0,507857,47,253905,0,0.0
Cirrus_TRAIN008_005.tiff,0.9998109340667725,0.0,253952,0,507808,96,253856,0,0.0
Cirrus_TRAIN008_006.tiff,0.9995326399803162,0.701886773109436,253642,310,507109,795,253436,279,0.701886773109436
Cirrus_TRAIN008_007.tiff,0.9991871118545532,0.6105859875679016,253600,352,506846,1058,253217,323,0.6105859875679016
Cirrus_TRAIN008_008.tiff,0.9994263648986816,0.5417323112487793,253729,223,507269,635,253489,172,0.5417323112487793
Cirrus_TRAIN008_009.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_010.tiff,0.9994977116584778,0.0,253952,0,507649,255,253697,0,0.0
Cirrus_TRAIN008_011.tiff,0.9999980330467224,0.0,253952,0,507903,1,253951,0,0.0
Cirrus_TRAIN008_012.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_013.tiff,0.9999369978904724,0.0,253952,0,507872,32,253920,0,0.0
Cirrus_TRAIN008_014.tiff,0.9996711015701294,0.0,253952,0,507737,167,253785,0,0.0
Cirrus_TRAIN008_015.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_016.tiff,0.9998975992202759,0.0,253952,0,507852,52,253900,0,0.0
Cirrus_TRAIN008_017.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_018.tiff,0.9999881982803345,0.0,253952,0,507898,6,253946,0,0.0
Cirrus_TRAIN008_019.tiff,0.9999881982803345,0.0,253952,0,507898,6,253946,0,0.0
Cirrus_TRAIN008_020.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_021.tiff,0.9999960660934448,0.0,253952,0,507902,2,253950,0,0.0
Cirrus_TRAIN008_022.tiff,0.9999094009399414,0.0,253906,46,507858,46,253906,0,0.0
Cirrus_TRAIN008_023.tiff,0.9998483657836914,0.4900662302970886,253843,109,507753,151,253838,37,0.4900662302970886
Cirrus_TRAIN008_024.tiff,0.9996118545532227,0.4222874045372009,253876,76,507563,341,253683,72,0.4222874045372009
Cirrus_TRAIN008_025.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_026.tiff,0.9996293783187866,0.7227138876914978,253674,278,507226,678,253519,245,0.7227138876914978
Cirrus_TRAIN008_027.tiff,0.9998168349266052,0.3921568691730499,253874,78,507751,153,253829,30,0.3921568691730499
Cirrus_TRAIN008_028.tiff,0.9996668696403503,0.7101200819015503,253655,297,507321,583,253576,207,0.7101200819015503
Cirrus_TRAIN008_029.tiff,0.9996510148048401,0.7453237175941467,253662,290,507209,695,253516,259,0.7453237175941467
Cirrus_TRAIN008_030.tiff,0.9994778633117676,0.2895442247390747,253645,307,507531,373,253633,54,0.2895442247390747
Cirrus_TRAIN008_031.tiff,0.9991698861122131,0.42876526713371277,253446,506,507167,737,253373,158,0.42876526713371277
Cirrus_TRAIN008_032.tiff,0.9999547004699707,0.0,253952,0,507881,23,253929,0,0.0
Cirrus_TRAIN008_033.tiff,0.9997537136077881,0.6928746700286865,253784,168,507497,407,253686,141,0.6928746700286865
Cirrus_TRAIN008_034.tiff,0.9994897842407227,0.0,253952,0,507645,259,253693,0,0.0
Cirrus_TRAIN008_035.tiff,0.9991938471794128,0.270944744348526,253874,78,507343,561,253467,76,0.270944744348526
Cirrus_TRAIN008_036.tiff,0.9998108148574829,0.8095238208770752,253692,260,507400,504,253652,204,0.8095238208770752
Cirrus_TRAIN008_037.tiff,0.9997734427452087,0.6647230386734009,253812,140,507561,343,253723,114,0.6647230386734009
