Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.45390827863644057 (0.26179472976485835),0.5849099640696369 (0.18465732252005085),0.5236850854009389 (0.21892904108964514)
Spectralis,0.5256392930689103 (0.22777288136095838),0.8010308901468913 (0.14874580840354729),0.579374584963378 (0.2382337603033869)
Topcon,0.6391449511492331 (0.19887718568980894),0.6858139772937722 (0.10713562984036962),0.5305313491412709 (0.20680914040145676)
