Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.3170731707317073 (0.4711169913218957),0.9745762711864406 (0.15807952162954786),0.7578125 (0.4300905187640255)
TRAIN010,0.7553191489361702 (0.4322029146296004),0.90625 (0.29262590667923183),0.6953125 (0.46208350048159347)
TRAIN011,0.723404255319149 (0.4497132974175554),0.5057471264367817 (0.5028653529707438),0.2358490566037736 (0.4265450747677499)
TRAIN013,0.6630434782608695 (0.4752598806261935),0.7936507936507936 (0.4079346152039786),0.8387096774193549 (0.37080101097607304)
TRAIN015,0.4453125 (0.49895313635998373),1.0 (0.0),0.9090909090909091 (0.29080336345115265)
TRAIN028,0.9183673469387755 (0.2766416675862441),1.0 (0.0),0.8947368421052632 (0.3110117477759048)
TRAIN029,0.875 (0.3360107525161235),0.9534883720930233 (0.21308263231644636),0.9387755102040817 (0.24222607082590245)
TRAIN032,nan (nan),0.5333333333333333 (0.5163977794943222),0.5714285714285714 (0.5)
TRAIN041,1.0 (0.0),1.0 (0.0),1.0 (0.0)
TRAIN046,0.9230769230769231 (0.2773500981126145),0.5434782608695652 (0.5036101551853349),0.8666666666666667 (0.3518657752744984)
TRAIN049,1.0 (0.0),0.8899082568807339 (0.31444982939885724),0.8585858585858586 (0.35022153368278575)
TRAIN050,0.989010989010989 (0.10482848367219183),0.9609375 (0.19450497433065844),1.0 (0.0)
TRAIN051,0.7974683544303798 (0.40445426464663103),1.0 (0.0),0.9453125 (0.22826265262341355)
TRAIN056,1.0 (0.0),0.859375 (0.35038244411336755),0.640625 (0.4836103475464191)
