Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.6558024218538776 (0.4286227360464931),0.8374316431581974 (0.111400306064382),0.6831405655248091 (0.3236080564442791)
TRAIN007,0.621245194110088 (0.3420381934214499),0.921875 (0.26942268404342895),0.8984375 (0.3032590366453844)
TRAIN018,0.6613904309924692 (0.469712650932151),0.953125 (0.21220162006698987),0.9765625 (0.1518828677363284)
TRAIN022,0.5750338265206665 (0.28680228942661506),0.7890625 (0.4095771537596912),0.9296875 (0.25667755285909255)
TRAIN024,0.9609375 (0.1945049743306584),0.578125 (0.49579928311148075),0.198069901260169 (0.3344387699917944)
TRAIN026,0.9041133243210462 (0.24604671644748916),0.8979591836734694 (0.3058388709205983),0.9591836734693877 (0.19991494790174602)
TRAIN034,0.7143754150186267 (0.3395613018467962),0.9795918367346939 (0.14285714285714285),1.0 (0.0)
TRAIN040,0.7837270692903169 (0.25270685189032066),0.8800434762117814 (0.28555130411613133),0.8367346938775511 (0.37343778907995523)
TRAIN043,0.6999516487121582 (0.38610383409899357),0.856972721462347 (0.23606684935856914),0.8185113937289891 (0.28168173874574454)
TRAIN044,0.7028399900514253 (0.3361273319031651),0.7943778977710374 (0.2795623219937259),0.5772418440604696 (0.37620246433340476)
TRAIN052,0.5255160334927496 (0.4590458075228197),0.7473852271214128 (0.4120275213433488),0.65625 (0.47682513013096256)
TRAIN054,0.799073574366048 (0.31232506714595076),0.9864389565773308 (0.05932268329619687),0.875 (0.3320184038158743)
TRAIN059,0.659686288330704 (0.30926950565192335),0.910361516289413 (0.2506145235326256),0.9140625 (0.2813730045980521)
TRAIN069,0.9296875 (0.25667755285909255),0.8254220969974995 (0.37875244317096546),0.6546585571777541 (0.3505488950823978)
