Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5890176394343143 (0.4380732120181689),0.7753907570033334 (0.3524757595845172),0.5532055325053079 (0.46684894695260265)
Spectralis,0.585983287429019 (0.4216454410064444),0.8028209923481454 (0.36156044020696015),0.7661959274500912 (0.35703247517313985)
Topcon,0.768500318601582 (0.3795564894152317),0.827116099128034 (0.3401134155990475),0.7546320942892635 (0.3549893823473093)
