slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED,binary_dice
Cirrus_TRAIN004_000.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_001.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_002.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_003.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_004.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_005.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_006.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_007.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_008.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Cirrus_TRAIN004_009.tiff,0.9998936653137207,1.0,0.6785714030265808,1.0,253894,0,58,0,507736,0,168,0,253841,0,57,0,0.6785714030265808
Cirrus_TRAIN004_010.tiff,0.9995781183242798,1.0,0.6815476417541504,1.0,253590,0,362,0,507232,0,672,0,253509,0,229,0,0.6815476417541504
Cirrus_TRAIN004_011.tiff,0.9989920258522034,1.0,0.7368420958518982,1.0,252820,0,1132,0,505966,0,1938,0,252728,0,714,0,0.7368420958518982
Cirrus_TRAIN004_012.tiff,0.9988333582878113,1.0,0.757080614566803,0.538922131061554,252753,0,957,242,505734,0,1836,334,252572,0,695,90,0.7281106114387512
Cirrus_TRAIN004_013.tiff,0.9991272687911987,1.0,0.8389398455619812,0.8055987358093262,252677,0,909,366,505299,0,1962,643,252429,0,823,259,0.8307101726531982
Cirrus_TRAIN004_014.tiff,0.9980794787406921,1.0,0.8041074275970459,0.6493313312530518,251758,0,1323,871,504026,0,2532,1346,251529,0,1018,437,0.7503867745399475
Cirrus_TRAIN004_015.tiff,0.9977512359619141,1.0,0.7982009053230286,0.6093617081642151,251593,0,1620,739,503394,0,3335,1175,251131,0,1331,358,0.74900221824646
Cirrus_TRAIN004_016.tiff,0.997285008430481,1.0,0.7754098176956177,0.6303030252456665,251206,0,1918,828,502759,0,3660,1485,250697,0,1419,468,0.7346938848495483
Cirrus_TRAIN004_017.tiff,0.9971504211425781,1.0,0.8898305296897888,0.556907057762146,250760,0,1942,1250,501826,0,3776,2302,250198,0,1680,641,0.7647252678871155
Cirrus_TRAIN004_018.tiff,0.9972580671310425,1.0,0.8052070736885071,0.7154535055160522,250751,0,1956,1245,501110,0,4225,2569,249868,0,1701,919,0.7977627515792847
Cirrus_TRAIN004_019.tiff,0.9968058466911316,1.0,0.8385754227638245,0.6609152555465698,250935,0,1919,1098,500914,0,4324,2666,249657,0,1813,881,0.7711015939712524
Cirrus_TRAIN004_020.tiff,0.9964156746864319,1.0,0.7831858396530151,0.6944535374641418,250994,0,1818,1140,500789,0,4068,3047,249497,0,1593,1058,0.7477160692214966
Cirrus_TRAIN004_021.tiff,0.9966253638267517,1.0,0.7644810080528259,0.7597735524177551,250784,0,1478,1690,500794,0,3401,3709,249552,0,1300,1409,0.7623066306114197
