Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.8527283489238471 (0.266702404766091),0.890625 (0.31333549728408966),0.7421875 (0.439149029463507)
TRAIN005,0.6953125 (0.4620835004815935),0.6903301109559834 (0.37071469613669195),0.7652830795850605 (0.3575107994084478)
TRAIN006,0.2575760745385196 (0.35783644069496123),0.796875 (0.4039056372217743),0.9140625 (0.2813730045980521)
TRAIN009,0.7367388377351745 (0.38031917789943565),0.9375 (0.24301258837812542),0.7175193093280541 (0.4276605295716929)
TRAIN020,0.2815224832011154 (0.359127819159844),0.6251231071073562 (0.22807018844260918),0.21529204472972197 (0.29113552957282224)
TRAIN030,0.6612208032106258 (0.41640649633197363),0.8690429269051065 (0.27287292886073045),0.7166174333922717 (0.3462277394342177)
TRAIN036,0.576745150952923 (0.39455681885565586),0.9795918367346939 (0.14285714285714285),0.9795918367346939 (0.14285714285714285)
TRAIN038,0.14285714285714285 (0.3535533905932738),0.8571826256051356 (0.1090399844744225),0.6304296744721276 (0.3193366074424029)
TRAIN045,0.7123101538389313 (0.3858031010869993),0.7959183673469388 (0.40720550896397784),0.5691927689203651 (0.4585077465275844)
TRAIN047,0.6577506995930964 (0.3532443532228684),0.8367346938775511 (0.37343778907995523),0.8775510204081632 (0.33120066055341796)
TRAIN055,0.7304859459400177 (0.4389811813580841),0.8515625 (0.3569301250570318),0.7143300948664546 (0.34833756136461647)
TRAIN058,0.7578125 (0.4300905187640256),0.8203125 (0.3854355088676484),0.7308065057732165 (0.37213496978807564)
TRAIN061,0.7535783662533504 (0.3273623076563206),0.6514992605661973 (0.34392060703691935),0.7087742803851143 (0.3251326404997451)
TRAIN066,0.8956972057931125 (0.22025902728374866),1.0 (0.0),0.9375 (0.2430125883781254)
