Slice,PSNR,SSIM,MSE
Cirrus_TEST006_001.tiff,21.428,0.208,0.007197299040853977
Cirrus_TEST006_002.tiff,21.318,0.209,0.00738264387473464
Cirrus_TEST006_003.tiff,21.547,0.212,0.007003192789852619
Cirrus_TEST006_004.tiff,21.195,0.206,0.007594888098537922
Cirrus_TEST006_005.tiff,21.007,0.202,0.007931029424071312
Cirrus_TEST006_006.tiff,21.5,0.212,0.007079675327986479
Cirrus_TEST006_007.tiff,21.199,0.203,0.00758838327601552
Cirrus_TEST006_008.tiff,20.868,0.198,0.008189337328076363
Cirrus_TEST006_009.tiff,21.203,0.204,0.007580166216939688
Cirrus_TEST006_010.tiff,21.239,0.205,0.007517446763813496
Cirrus_TEST006_011.tiff,21.051,0.202,0.007851356640458107
Cirrus_TEST006_012.tiff,21.185,0.203,0.007611212320625782
Cirrus_TEST006_013.tiff,20.998,0.202,0.007947695441544056
Cirrus_TEST006_014.tiff,21.248,0.204,0.007502278778702021
Cirrus_TEST006_015.tiff,21.111,0.204,0.007743244990706444
Cirrus_TEST006_016.tiff,21.2,0.204,0.00758525263518095
Cirrus_TEST006_017.tiff,21.049,0.2,0.007853653281927109
Cirrus_TEST006_018.tiff,21.114,0.203,0.00773663679137826
Cirrus_TEST006_019.tiff,21.129,0.201,0.007710643578320742
Cirrus_TEST006_020.tiff,21.21,0.208,0.007567830383777618
Cirrus_TEST006_021.tiff,21.297,0.211,0.0074189770966768265
Cirrus_TEST006_022.tiff,21.269,0.202,0.007465835195034742
Cirrus_TEST006_023.tiff,21.292,0.204,0.007426816504448652
Cirrus_TEST006_024.tiff,21.181,0.208,0.007618994452059269
Cirrus_TEST006_025.tiff,21.292,0.211,0.007427032571285963
Cirrus_TEST006_026.tiff,21.172,0.203,0.007634857669472694
Cirrus_TEST006_027.tiff,21.113,0.199,0.007739062421023846
Cirrus_TEST006_028.tiff,21.449,0.216,0.0071627614088356495
Cirrus_TEST006_029.tiff,21.409,0.212,0.007229573093354702
Cirrus_TEST006_030.tiff,21.414,0.216,0.007221556268632412
Cirrus_TEST006_031.tiff,21.493,0.218,0.007091578096151352
Cirrus_TEST006_032.tiff,21.334,0.215,0.007355674169957638
Cirrus_TEST006_033.tiff,21.313,0.215,0.0073906900361180305
Cirrus_TEST006_034.tiff,21.459,0.215,0.007146008312702179
Cirrus_TEST006_035.tiff,21.295,0.213,0.007421395275741816
Cirrus_TEST006_036.tiff,21.497,0.219,0.0070841265842318535
Cirrus_TEST006_037.tiff,21.533,0.216,0.00702573312446475
