Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.42105263157894735 (0.5072572735017881),0.7935346521829304 (0.3601248628204915),0.631578947368421 (0.49559462778335206)
D3S1,0.631578947368421 (0.4955946277833521),0.7314164073843705 (0.37115671139405687),0.26552956472886236 (0.4510738738671949)
D4S1,0.7753022407230578 (0.3784564420346364),0.7368421052631579 (0.452413928358864),0.8421052631578947 (0.37463432463267754)
D4S2,0.45873124662198517 (0.4740121425695267),0.5319699974436509 (0.4442614855811024),0.5789473684210527 (0.5072572735017881)
D5S2,0.3684210526315789 (0.495594627783352),0.6634374480498465 (0.3152782489360642),0.05263157894736842 (0.22941573387056177)
D5S3,0.5263157894736842 (0.512989176042577),0.6315138308625472 (0.27456479233022846),0.05263157894736842 (0.22941573387056177)
