,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run116,0.130 (0.214),0.399 (0.183),0.000 (0.000),0.250 (0.323),0.531 (0.216),0.052 (0.223),0.142 (0.288),0.549 (0.176),0.053 (0.224),0.151 (0.266),0.466 (0.201),0.030 (0.172)
