,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Iteration16,0.62 (0.14),0.60 (0.04),0.62 (0.19),0.81 (0.03),0.72 (0.08),0.83 (0.03),0.68 (0.10),0.57 (0.01),0.71 (0.11),0.65 (0.06),0.62 (0.05),0.66 (0.09),0.80 (0.01),0.84 (0.04),0.78 (0.03),0.74 (0.05),0.66 (0.05),0.76 (0.08),0.71 (0.10),0.59 (0.04),0.75 (0.13),0.82 (0.04),0.64 (0.05),0.84 (0.04),0.74 (0.11),0.58 (0.07),0.77 (0.16),0.65 (0.06),0.60 (0.02),0.67 (0.08),0.81 (0.02),0.75 (0.02),0.83 (0.01),0.71 (0.04),0.60 (0.03),0.74 (0.05),0.63 (0.02),0.64 (0.02),0.63 (0.03)
