slice,dice_Background,dice_SRF,voxels_Background,voxels_SRF,union_Background,union_SRF,intersection_Background,intersection_SRF,binary_dice
Cirrus_TRAIN008_000.tiff,0.999976396560669,0.0,253952,0,507892,12,253940,0,0.0
Cirrus_TRAIN008_001.tiff,0.999608039855957,0.0,253952,0,507705,199,253753,0,0.0
Cirrus_TRAIN008_002.tiff,0.9980015158653259,0.0,253952,0,506891,1013,252939,0,0.0
Cirrus_TRAIN008_003.tiff,0.9990816712379456,0.0,253952,0,507438,466,253486,0,0.0
Cirrus_TRAIN008_004.tiff,0.9996652007102966,0.0,253952,0,507734,170,253782,0,0.0
Cirrus_TRAIN008_005.tiff,0.9999133348464966,0.0,253952,0,507860,44,253908,0,0.0
Cirrus_TRAIN008_006.tiff,0.9986159205436707,0.0,253952,0,507202,702,253250,0,0.0
Cirrus_TRAIN008_007.tiff,0.9995942711830139,0.0,253952,0,507698,206,253746,0,0.0
Cirrus_TRAIN008_008.tiff,0.9987896680831909,0.0,253952,0,507290,614,253338,0,0.0
Cirrus_TRAIN008_009.tiff,0.9986199140548706,0.0,253952,0,507204,700,253252,0,0.0
Cirrus_TRAIN008_010.tiff,0.9977089166641235,0.0,253952,0,506743,1161,252791,0,0.0
Cirrus_TRAIN008_011.tiff,0.9993399977684021,0.0,253952,0,507569,335,253617,0,0.0
Cirrus_TRAIN008_012.tiff,0.9989869594573975,0.0,253952,0,507390,514,253438,0,0.0
Cirrus_TRAIN008_013.tiff,0.9999507665634155,0.0,253952,0,507879,25,253927,0,0.0
Cirrus_TRAIN008_014.tiff,0.999761700630188,0.0,253952,0,507783,121,253831,0,0.0
Cirrus_TRAIN008_015.tiff,0.9999369978904724,0.0,253952,0,507872,32,253920,0,0.0
Cirrus_TRAIN008_016.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_017.tiff,0.9999921321868896,0.0,253952,0,507900,4,253948,0,0.0
Cirrus_TRAIN008_018.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_019.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_020.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_021.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_022.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_023.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_024.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_025.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_026.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN008_027.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
