Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6805854390064875 (0.1555574463617462),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6590492611581629 (0.21723544277702564),0.7972381064447306 (0.1755810551235077)
TRAIN006,0.6538522922817398 (0.2649711942981233),nan (nan),nan (nan)
TRAIN009,0.41806328347003135 (0.2429045132292751),nan (nan),0.39591813060854164 (0.19829408175481025)
TRAIN020,0.5109762541322532 (0.19337216728830844),0.7306006563634708 (0.12224145022154508),0.42696394882442656 (0.2690295916216254)
TRAIN030,0.5164650791373692 (0.3072666278655268),0.9054641246795654 (0.08179053442409032),0.6695039049373008 (0.3232625965572192)
TRAIN036,0.6448056121235308 (0.2049692672520575),nan (nan),nan (nan)
TRAIN038,nan (nan),0.8469215698540211 (0.1683879284339266),0.6735033419999209 (0.19646898626264286)
TRAIN045,0.5842290034419612 (0.25447542263944894),nan (nan),0.28053267013568145 (0.20821818502015096)
TRAIN047,0.6280468714733919 (0.23134376570872278),nan (nan),nan (nan)
TRAIN055,0.20181943476200104 (0.18468152985809694),nan (nan),0.6816926771594632 (0.24175398504644424)
TRAIN058,nan (nan),nan (nan),0.6008654745186076 (0.1610164581197499)
TRAIN061,0.6555493479629733 (0.1966607446653422),0.5132825984970398 (0.3039154972639006),0.47895985600238633 (0.24057074229755018)
TRAIN066,0.7602586377608148 (0.19615435055652125),nan (nan),nan (nan)
