Volume,dice_PED
TRAIN004,0.6112580036604276 (0.27945074746479787)
TRAIN007,nan (nan)
TRAIN018,nan (nan)
TRAIN022,nan (nan)
TRAIN024,0.34089319786891853 (0.13525084132909285)
TRAIN026,nan (nan)
TRAIN034,nan (nan)
TRAIN040,nan (nan)
TRAIN043,0.6477099869113702 (0.2056665490865035)
TRAIN044,0.6309416073339956 (0.10069068610128638)
TRAIN052,nan (nan)
TRAIN054,nan (nan)
TRAIN059,nan (nan)
TRAIN069,0.4602610890249737 (0.16932895820645885)
