Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6948818746954203 (0.38230259819273293),0.8159238286316395 (0.3544334327646683),0.7371795933569956 (0.4023868577896048)
Spectralis,0.7610014894787146 (0.3237094977397168),0.8817890231706658 (0.2615832154163231),0.8383343210272796 (0.31732808751781055)
Topcon,0.7284908490473754 (0.3737032842947203),0.867401949246414 (0.3199856578245122),0.7749927642944385 (0.3855258920173656)
