Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.8398521547205746 (0.2839124775382289),0.9375 (0.24301258837812537),0.8828125 (0.32290740609869245)
TRAIN005,0.484375 (0.5017194843185601),0.6659977294038981 (0.3833397788894577),0.633101939689368 (0.41604701290250495)
TRAIN006,0.6277067727060057 (0.41507165756918635),0.78125 (0.4150230047698427),0.5859375 (0.4944947911001659)
TRAIN009,0.769283917878056 (0.3531715449099257),0.953125 (0.21220162006698995),0.7698660455353092 (0.3952561831503923)
TRAIN020,0.31279559728500317 (0.3665645475900479),0.6699193448293954 (0.23795791252350493),0.19794488346087746 (0.2865596517397816)
TRAIN030,0.6492415612981636 (0.4111265465986257),0.8185567855834961 (0.34438001086875686),0.7637576522039515 (0.3227496902224591)
TRAIN036,0.7516434505885962 (0.31634814775967135),0.9795918367346939 (0.14285714285714285),0.9591836734693877 (0.199914947901746)
TRAIN038,0.5714285714285714 (0.49999999999999994),0.8750380162073641 (0.1631708040425376),0.7188900058366814 (0.28434448090901365)
TRAIN045,0.6755173686815767 (0.38973613722820105),0.6530612244897959 (0.48092880658867043),0.40095764717885424 (0.4487425619467835)
TRAIN047,0.6953698962318654 (0.35367599880201217),0.8775510204081632 (0.3312006605534179),0.9591836734693877 (0.19991494790174602)
TRAIN055,0.7328693573363125 (0.4393693295963012),0.8984375 (0.30325903664538445),0.673944890499115 (0.3789649075766266)
TRAIN058,0.890625 (0.3133354972840895),0.8671875 (0.3407054688956917),0.8158548916690052 (0.30651259849428064)
TRAIN061,0.8183134018909186 (0.26730047544151675),0.691168981955343 (0.3519942994293553),0.7520205586261 (0.31376540459841357)
TRAIN066,0.9053892830852419 (0.2073827253928355),1.0 (0.0),0.90625 (0.29262590667923183)
