Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.4597973039781209 (0.3331116883699281),0.8614303309004754 (0.32601570113344414),0.7578125 (0.4300905187640257)
TRAIN010,0.7928792706225067 (0.3628610675174369),0.9140625 (0.2813730045980521),0.90625 (0.2926259066792319)
TRAIN011,0.4572894178563729 (0.4443199957251038),0.44847748964093626 (0.44085081486903066),0.3368332131067291 (0.44961212058912753)
TRAIN013,0.2758594859042205 (0.3870711978880535),0.7568143409444019 (0.31410089584834927),0.5439646575141523 (0.41407456383089103)
TRAIN015,0.2734375 (0.4474748706268539),0.8652335577644408 (0.12762277878050524),0.7193335286574438 (0.270969628980188)
TRAIN028,0.8367346938775511 (0.37343778907995523),0.9284305943518268 (0.13601406133392488),0.7985388037691615 (0.3635089565577955)
TRAIN029,0.8444987876074654 (0.26926655191978666),0.9054851361683437 (0.2752712435334895),0.8979591836734694 (0.3058388709205983)
TRAIN032,0.6776945919406657 (0.12770669392147818),0.7469346717912324 (0.32175999243963477),0.32653061224489793 (0.4738035414793428)
TRAIN041,0.9239891609367059 (0.24665376532096198),1.0 (0.0),0.8775510204081632 (0.331200660553418)
TRAIN046,0.6916570651287935 (0.2713380036343115),0.3633075870421468 (0.4764533182815629),0.7532010406863933 (0.25123659419664)
TRAIN049,0.8359375 (0.37178742021049016),0.757617536757607 (0.39818411140565585),0.6087092846864834 (0.4379391642202402)
TRAIN050,0.7746006224479061 (0.34812654199613957),0.84375 (0.3645188825671882),0.8358492882689461 (0.26991199457012677)
TRAIN051,0.5668577713659033 (0.40741187446185445),0.9395329910330474 (0.18454513886239365),0.578125 (0.4957992831114807)
TRAIN056,0.8641025865217671 (0.2857444966285209),0.75 (0.4364357804719847),0.78125 (0.4166666666666667)
