Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.631988667808045 (0.1915663783458659),0.6777195274829865 (0.20874940354511295),nan (nan)
TRAIN010,0.8444343792165027 (0.1462141331269549),nan (nan),nan (nan)
TRAIN011,0.6140351698679083 (0.22466892694455673),0.6512082947826967 (0.24017978281548485),0.23698335682803934 (0.16103786570727083)
TRAIN013,0.4799503114902311 (0.25294048888704046),0.7184125226277571 (0.14796214371161928),0.4589524609460072 (0.17471095580993648)
TRAIN015,nan (nan),0.8366138952970504 (0.08204917360833161),0.7872452828146163 (0.06707483255346991)
TRAIN028,nan (nan),0.7928810375077384 (0.14911440723448494),0.6124437329444018 (0.24638673632657887)
TRAIN029,0.6768217560122994 (0.22866223688149073),0.8606810867786407 (0.1269874584162363),nan (nan)
TRAIN032,0.637939276439803 (0.15317774078656898),0.8299739921794218 (0.16711067858839473),nan (nan)
TRAIN041,0.8213888009389242 (0.12840064293485937),nan (nan),nan (nan)
TRAIN046,0.5926219381185042 (0.24923755249299656),0.6720123986403147 (0.20478761054224112),0.7518251599634395 (0.2002648150525082)
TRAIN049,nan (nan),0.47354730257862493 (0.32151736939719316),0.5159070886800001 (0.25428434503068886)
TRAIN050,0.3334476597909186 (0.27569814206169185),nan (nan),0.610883118330755 (0.2503887056042163)
TRAIN051,0.6073024327657661 (0.17347612618909652),0.8327468010512266 (0.10416324397179531),nan (nan)
TRAIN056,0.5165399699299423 (0.342458739792282),nan (nan),nan (nan)
