Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.1492204899777283 (0.35670311776333086),0.1391509433962264 (0.34651283527587884),0.010683760683760684 (0.10291866184651186)
Spectralis,0.05 (0.21872751683019911),0.2872340425531915 (0.45367991320725387),0.18407960199004975 (0.3885167610693789)
Topcon,0.5164179104477612 (0.5004779197739392),0.12776412776412777 (0.334237848397135),0.0 (0.0)
