Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.1666523207213686 (0.1920525699048636),0.0164132598983997 (0.09632997211402328),0.2578125 (0.43914902946350703)
TRAIN010,0.08377655979711562 (0.20088506028345998),0.0078125 (0.08838834764831843),0.0390625 (0.1945049743306584)
TRAIN011,0.4080647130613215 (0.4361634282933344),0.2774722563808609 (0.410655190240842),0.073557146366511 (0.2566912746980776)
TRAIN013,0.22069824095524382 (0.40780280029310473),0.4364038848598284 (0.48105292541381023),0.06564719875473202 (0.1977929700258544)
TRAIN015,0.0 (0.0),0.14518820904777385 (0.13256756123466093),0.25406288477825 (0.21895123611472642)
TRAIN028,0.14285714285714285 (0.3535533905932738),0.7756715708849381 (0.3676240821897793),0.3875354047180439 (0.46535914759020425)
TRAIN029,0.36314972383635385 (0.40736598746178393),0.36951814987221543 (0.4718560155532873),0.3877551020408163 (0.4922874554317937)
TRAIN032,0.665772697147058 (0.11540487764717988),0.544370245720659 (0.38805996040172436),0.04081632653061224 (0.19991494790174602)
TRAIN041,0.0958380650500862 (0.27288144662526687),0.3469387755102041 (0.48092880658867043),0.40816326530612246 (0.4965869908241478)
TRAIN046,0.3223811954792057 (0.29339042159388495),0.19379812904766627 (0.3814019892149329),0.3725400579979225 (0.32438117679010137)
TRAIN049,0.484375 (0.5017194843185602),0.206462666625157 (0.3801315105145172),0.20936225814512 (0.346348666493228)
TRAIN050,0.33023380285158055 (0.4578559716518777),0.0078125 (0.08838834764831843),0.0765448829606612 (0.15234833154062788)
TRAIN051,0.37648207452730276 (0.4705832231650444),0.17071595058223465 (0.33986022672907934),0.0703125 (0.2566775528590926)
TRAIN056,0.6176207710941526 (0.45686139787771496),0.046875 (0.21304202581158665),0.1875 (0.3933978962347216)
