Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.8099155506817624 (0.2959394437606385),0.8342691834550351 (0.3371771990457922),0.7147711343306582 (0.41498622495884874)
Spectralis,0.7787520392816893 (0.3077711821690276),0.8567834748297322 (0.29367180607939763),0.7533334647058224 (0.3859761245309123)
Topcon,0.7832300543450401 (0.33483864138969616),0.9241875212173909 (0.2400506707259622),0.8821883410710143 (0.28081470194201175)
