Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.36299303448513937 (0.1209859010759846),0.5971240963505096 (0.17530313883198287),0.477966253595647 (0.2083571509764893)
TRAIN007,0.507374165058136 (0.15891739043606223),nan (nan),nan (nan)
TRAIN018,0.836327334245046 (0.08497131373577252),nan (nan),nan (nan)
TRAIN022,0.6020470969762999 (0.09221273146851067),nan (nan),nan (nan)
TRAIN024,nan (nan),nan (nan),0.34017613170475797 (0.1328258437391961)
TRAIN026,0.728093092640241 (0.07016991556575883),nan (nan),nan (nan)
TRAIN034,0.5452779245472723 (0.27837915654000794),nan (nan),nan (nan)
TRAIN040,0.6295516159799364 (0.12231727359789976),0.5694475248456001 (0.1953825774354412),nan (nan)
TRAIN043,0.542144023709827 (0.13751435197280268),0.7530337882041931 (0.17549339778622314),0.5840709581971169 (0.2161527478872559)
TRAIN044,0.6311123775584357 (0.11998259457420854),0.7493332781570239 (0.24744264760454002),0.5308775338861678 (0.10204415141220516)
TRAIN052,0.4399435685149261 (0.24642372832775214),0.514308342566857 (0.2661531848539849),nan (nan)
TRAIN054,0.5612593387302599 (0.09243960967501727),0.5099651632564408 (0.2514078544170803),nan (nan)
TRAIN059,0.568008092534426 (0.15645857139440017),0.495756999651591 (0.25850043714308624),nan (nan)
TRAIN069,nan (nan),0.23040379583835602 (0.32584017289684475),0.35280988628014187 (0.17368059019005416)
