Volume,dice_IRF,dice_SRF,dice_PED
D2S1,nan (nan),0.24896742030978203 (0.071869434297009),nan (nan)
D3S1,nan (nan),0.5003096908330917 (0.21870865095487532),0.011342154815793037 (0.016040229167029827)
D4S1,0.3853116538375616 (0.26189243757195),nan (nan),nan (nan)
D4S2,0.6341589912772179 (0.249103327313818),0.2790649135907491 (0.14064734316138422),nan (nan)
D5S2,nan (nan),0.7368095012811514 (0.06787452453439204),nan (nan)
D5S3,nan (nan),0.5709223874977657 (0.16748219420799704),nan (nan)
