Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5455369015568038 (0.2509958261283664),0.6727069289320045 (0.16295536224233245),0.34167561829794024 (0.1936500257080496)
Spectralis,0.5538823903316543 (0.17599206163588402),0.7734741686206115 (0.17479143322115911),0.5730322709009569 (0.23251260514078675)
Topcon,0.4464674371797427 (0.2346959983311396),0.6767369712271342 (0.1947333730651803),0.2955808465190436 (0.18380624239251933)
