Volume,dice_IRF
TRAIN003,0.0 (0.0)
TRAIN005,0.0 (0.0)
TRAIN007,0.0 (0.0)
TRAIN015,0.0 (0.0)
TRAIN022,0.0 (0.0)
TRAIN026,0.16216216216216217 (0.3736838766118223)
TRAIN036,0.0 (0.0)
TRAIN043,0.0 (0.0)
TRAIN044,0.0 (0.0)
TRAIN054,0.16666666666666666 (0.3747658444979307)
TRAIN056,0.13513513513513514 (0.3465834966066909)
TRAIN057,0.0 (0.0)
TRAIN066,0.05555555555555555 (0.23034469096157234)
TRAIN069,0.0 (0.0)
