Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.9021739130434783 (0.2987072001139317),0.9375 (0.24301258837812537),0.8828125 (0.32290740609869245)
TRAIN005,0.484375 (0.5017194843185601),0.6712328767123288 (0.47301616487964004),0.4927536231884058 (0.5036101551853349)
TRAIN006,0.6103896103896104 (0.49085972258788635),0.78125 (0.4150230047698427),0.5859375 (0.4944947911001659)
TRAIN009,0.9120879120879121 (0.2847358092591816),0.953125 (0.21220162006698995),0.8157894736842105 (0.3893672987547151)
TRAIN020,0.189873417721519 (0.3947069463729927),0.08333333333333333 (0.2886751345948129),0.014084507042253521 (0.11867816581938533)
TRAIN030,0.7333333333333333 (0.4497764451088036),0.7586206896551724 (0.43549417035569277),0.9411764705882353 (0.24253562503633297)
TRAIN036,0.8461538461538461 (0.36794648440311994),0.9795918367346939 (0.14285714285714285),0.9591836734693877 (0.199914947901746)
TRAIN038,0.5714285714285714 (0.49999999999999994),1.0 (0.0),0.8125 (0.40311288741492746)
TRAIN045,0.7333333333333333 (0.44977644510880355),0.6530612244897959 (0.48092880658867043),0.4444444444444444 (0.5039526306789697)
TRAIN047,0.76 (0.4358898943540673),0.8775510204081632 (0.3312006605534179),0.9591836734693877 (0.19991494790174602)
TRAIN055,0.75 (0.4347693529262411),0.8984375 (0.30325903664538445),0.6666666666666666 (0.4750168687962835)
TRAIN058,0.890625 (0.3133354972840895),0.8671875 (0.3407054688956917),0.8936170212765957 (0.3099804054293941)
TRAIN061,0.9333333333333333 (0.25112360116696136),0.9272727272727272 (0.26208179770229884),0.9855072463768116 (0.1203858530857692)
TRAIN066,0.9666666666666667 (0.18051113445691194),1.0 (0.0),0.90625 (0.29262590667923183)
