slice,dice_Background,dice_IRF,voxels_Background,voxels_IRF,union_Background,union_IRF,intersection_Background,intersection_IRF,binary_dice
Cirrus_TRAIN018_000.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_001.tiff,0.9999586343765259,0.0,253952,0,507883,21,253931,0,0.0
Cirrus_TRAIN018_002.tiff,0.9999940991401672,0.0,253952,0,507901,3,253949,0,0.0
Cirrus_TRAIN018_003.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_004.tiff,0.999779462814331,0.0,253952,0,507792,112,253840,0,0.0
Cirrus_TRAIN018_005.tiff,0.9997439980506897,0.0,253952,0,507774,130,253822,0,0.0
Cirrus_TRAIN018_006.tiff,0.999911367893219,0.0,253952,0,507859,45,253907,0,0.0
Cirrus_TRAIN018_007.tiff,0.9998208284378052,0.0,253952,0,507813,91,253861,0,0.0
Cirrus_TRAIN018_008.tiff,0.9999409317970276,0.0,253952,0,507874,30,253922,0,0.0
Cirrus_TRAIN018_009.tiff,0.9998168349266052,0.0,253952,0,507811,93,253859,0,0.0
Cirrus_TRAIN018_010.tiff,0.9999684691429138,0.0,253952,0,507888,16,253936,0,0.0
Cirrus_TRAIN018_011.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_012.tiff,0.9998956322669983,0.0,253952,0,507851,53,253899,0,0.0
Cirrus_TRAIN018_013.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_014.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_015.tiff,0.9995114803314209,0.0,253952,0,507656,248,253704,0,0.0
Cirrus_TRAIN018_016.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_017.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_018.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_019.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_020.tiff,0.9999684691429138,0.0,253952,0,507888,16,253936,0,0.0
Cirrus_TRAIN018_021.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_022.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_023.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_024.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_025.tiff,0.9999980330467224,0.0,253952,0,507903,1,253951,0,0.0
Cirrus_TRAIN018_026.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_027.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_028.tiff,0.9999448657035828,0.0,253952,0,507876,28,253924,0,0.0
Cirrus_TRAIN018_029.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_030.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_031.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_032.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_033.tiff,0.9999803304672241,0.0,253952,0,507894,10,253942,0,0.0
Cirrus_TRAIN018_034.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN018_035.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
