Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.9239130434782609 (0.2665900112789531),0.8671875 (0.34070546889569153),0.9765625 (0.1518828677363284)
TRAIN005,0.9453125 (0.22826265262341355),0.6575342465753424 (0.4778184825674966),0.34782608695652173 (0.479769765755401)
TRAIN006,0.8181818181818182 (0.38822377998943125),0.890625 (0.31333549728408966),0.9296875 (0.25667755285909255)
TRAIN009,0.9560439560439561 (0.20613306986226757),0.984375 (0.12450690143095285),0.8771929824561403 (0.3296646426104662)
TRAIN020,0.5316455696202531 (0.5021860682332356),0.08333333333333333 (0.2886751345948129),0.014084507042253521 (0.11867816581938533)
TRAIN030,0.7333333333333333 (0.4497764451088036),0.7586206896551724 (0.43549417035569277),0.9411764705882353 (0.24253562503633297)
TRAIN036,0.8461538461538461 (0.36794648440311994),1.0 (0.0),0.9795918367346939 (0.14285714285714285)
TRAIN038,0.42857142857142855 (0.5),1.0 (0.0),0.9375 (0.24999999999999997)
TRAIN045,0.8333333333333334 (0.3790490217894517),0.8367346938775511 (0.37343778907995523),0.6944444444444444 (0.4671765921511567)
TRAIN047,0.68 (0.47609522856952335),0.9387755102040817 (0.24222607082590247),0.8163265306122449 (0.3912303982179758)
TRAIN055,0.8709677419354839 (0.33659562807192867),0.7578125 (0.43009051876402565),0.8636363636363636 (0.34580401903450975)
TRAIN058,0.921875 (0.26942268404342895),0.84375 (0.3645188825671882),0.925531914893617 (0.2639388044961831)
TRAIN061,0.9466666666666667 (0.2262104576963036),0.8909090909090909 (0.3146266024828464),0.9855072463768116 (0.1203858530857692)
TRAIN066,0.9666666666666667 (0.18051113445691194),1.0 (0.0),0.9921875 (0.08838834764831843)
