Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.4583517022256274 (0.3349178960138117),0.955655696510803 (0.16961060348730608),0.7109375 (0.4551082548383926)
TRAIN010,0.6656317603774369 (0.43950160247326736),0.90625 (0.29262590667923194),0.90625 (0.2926259066792318)
TRAIN011,0.317752129281871 (0.40707405601483115),0.4695626243483275 (0.43779867762811214),0.2648723163001705 (0.4167036698089859)
TRAIN013,0.3848893535323441 (0.43433450670654405),0.745632168604061 (0.32199080951137254),0.6159027933490506 (0.3642907350577149)
TRAIN015,0.203125 (0.40390563722177436),0.8685299311764538 (0.11722981374521452),0.7821170648094267 (0.2518666434179572)
TRAIN028,0.5918367346938775 (0.49658699082414776),0.922524378007772 (0.17566629324780056),0.8027903486271294 (0.3504170887970319)
TRAIN029,0.6926087518127597 (0.3841043430699352),0.9252054314224087 (0.2419363014171049),0.9387755102040817 (0.24222607082590245)
TRAIN032,0.6685116582987259 (0.12394038400575008),0.7729385819058029 (0.3301467404847762),0.4897959183673469 (0.5050762722761054)
TRAIN041,0.38847437683416874 (0.479262338551366),0.9183673469387755 (0.2766416675862441),0.9795918367346939 (0.14285714285714285)
TRAIN046,0.6352725731475013 (0.2775158937757244),0.4881580465910386 (0.49361691464615026),0.7203601667163323 (0.31548185659595684)
TRAIN049,0.828125 (0.37875417411488516),0.8031928308773786 (0.364238723433088),0.7821282295044512 (0.35615421914424994)
TRAIN050,0.8006722023710608 (0.3240646297841178),0.8359375 (0.3717874202104902),0.8354146173223853 (0.2613183071780568)
TRAIN051,0.6310064735589549 (0.3933471278200137),0.943787450552918 (0.16483471300471944),0.828125 (0.3787541741148853)
TRAIN056,0.8137192232534289 (0.3338771453442091),0.71875 (0.4531634835874829),0.6875 (0.46717659215115687)
