slice,dice_Background,dice_SRF,voxels_Background,voxels_SRF,union_Background,union_SRF,intersection_Background,intersection_SRF,binary_dice
Cirrus_TRAIN004_000.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_001.tiff,0.9999310970306396,0.0,253952,0,507869,35,253917,0,0.0
Cirrus_TRAIN004_002.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_003.tiff,0.999501645565033,0.0,253952,0,507651,253,253699,0,0.0
Cirrus_TRAIN004_004.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_005.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_006.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_007.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_008.tiff,0.9999507665634155,0.0,253952,0,507879,25,253927,0,0.0
Cirrus_TRAIN004_009.tiff,0.9996848106384277,0.4202898442745209,253894,58,507628,276,253734,58,0.4202898442745209
Cirrus_TRAIN004_010.tiff,0.9995977282524109,0.7322834730148315,253590,362,507142,762,253469,279,0.7322834730148315
Cirrus_TRAIN004_011.tiff,0.9988455772399902,0.71089106798172,252820,1132,505884,2020,252650,718,0.71089106798172
Cirrus_TRAIN004_012.tiff,0.9990155100822449,0.7582524418830872,252995,957,505844,2060,252673,781,0.7582524418830872
Cirrus_TRAIN004_013.tiff,0.9991379976272583,0.7913875579833984,253043,909,505814,2090,252689,827,0.7913875579833984
Cirrus_TRAIN004_014.tiff,0.9988362789154053,0.7765957713127136,252629,1323,505272,2632,252342,1022,0.7765957713127136
Cirrus_TRAIN004_015.tiff,0.9984933733940125,0.7807270884513855,252332,1620,504438,3466,251839,1353,0.7807270884513855
Cirrus_TRAIN004_016.tiff,0.9987485408782959,0.8295055627822876,252034,1918,504203,3701,251786,1535,0.8295055627822876
Cirrus_TRAIN004_017.tiff,0.9988511800765991,0.851500391960144,252010,1942,504005,3899,251713,1660,0.851500391960144
Cirrus_TRAIN004_018.tiff,0.998342752456665,0.7937762141227722,251996,1956,503855,4049,251510,1607,0.7937762141227722
Cirrus_TRAIN004_019.tiff,0.9985131025314331,0.820254385471344,252033,1919,503737,4167,251494,1709,0.820254385471344
Cirrus_TRAIN004_020.tiff,0.9984764456748962,0.7993730306625366,252134,1818,504076,3828,251654,1530,0.7993730306625366
Cirrus_TRAIN004_021.tiff,0.9987257122993469,0.8055639266967773,252474,1478,504597,3307,251977,1332,0.8055639266967773
Cirrus_TRAIN004_022.tiff,0.9985377192497253,0.7708074450492859,252585,1367,504684,3220,251973,1241,0.7708074450492859
Cirrus_TRAIN004_023.tiff,0.9988630414009094,0.8120497465133667,252545,1407,504850,3054,252138,1240,0.8120497465133667
Cirrus_TRAIN004_024.tiff,0.9991326928138733,0.7455072402954102,253140,812,506179,1725,252870,643,0.7455072402954102
Cirrus_TRAIN004_025.tiff,0.9988362789154053,0.7757437229156494,252687,1265,505282,2622,252347,1017,0.7757437229156494
Cirrus_TRAIN004_026.tiff,0.998841404914856,0.722274899482727,253020,932,505794,2110,252604,762,0.722274899482727
Cirrus_TRAIN004_027.tiff,0.9987833499908447,0.745972752571106,252978,974,505483,2421,252434,903,0.745972752571106
Cirrus_TRAIN004_028.tiff,0.9985389113426208,0.7366167306900024,252669,1283,505102,2802,252182,1032,0.7366167306900024
Cirrus_TRAIN004_029.tiff,0.998510479927063,0.683480441570282,252704,1248,505525,2379,252386,813,0.683480441570282
Cirrus_TRAIN004_030.tiff,0.9989394545555115,0.7869634628295898,252667,1285,505388,2516,252426,990,0.7869634628295898
Cirrus_TRAIN004_031.tiff,0.9991405010223389,0.8528813719749451,252610,1342,504954,2950,252260,1258,0.8528813719749451
Cirrus_TRAIN004_032.tiff,0.9981063604354858,0.7337607741355896,252382,1570,504317,3587,251681,1316,0.7337607741355896
Cirrus_TRAIN004_033.tiff,0.9984872937202454,0.782062292098999,252342,1610,504403,3501,251820,1369,0.782062292098999
Cirrus_TRAIN004_034.tiff,0.9989233613014221,0.8467400670051575,252219,1733,504361,3543,251909,1500,0.8467400670051575
Cirrus_TRAIN004_035.tiff,0.9980969429016113,0.7219003438949585,252247,1705,504452,3452,251746,1246,0.7219003438949585
Cirrus_TRAIN004_036.tiff,0.9989610314369202,0.7979992032051086,252872,1080,505305,2599,252390,1037,0.7979992032051086
Cirrus_TRAIN004_037.tiff,0.9986569881439209,0.7787206172943115,252662,1290,504840,3064,252081,1193,0.7787206172943115
Cirrus_TRAIN004_038.tiff,0.9989792704582214,0.8473169207572937,252177,1775,504531,3373,252008,1429,0.8473169207572937
Cirrus_TRAIN004_039.tiff,0.9986600875854492,0.8005899786949158,252458,1494,504514,3390,251919,1357,0.8005899786949158
Cirrus_TRAIN004_040.tiff,0.998902440071106,0.8242385983467102,252524,1428,504752,3152,252099,1299,0.8242385983467102
Cirrus_TRAIN004_041.tiff,0.9987890124320984,0.8178837299346924,252343,1609,504549,3355,251969,1372,0.8178837299346924
Cirrus_TRAIN004_042.tiff,0.9992590546607971,0.8817204236984253,252419,1533,504742,3162,252184,1394,0.8817204236984253
Cirrus_TRAIN004_043.tiff,0.9986048936843872,0.7849724888801575,252394,1558,504630,3274,251963,1285,0.7849724888801575
Cirrus_TRAIN004_044.tiff,0.9975407719612122,0.6632264852523804,252553,1399,504222,3682,251491,1221,0.6632264852523804
Cirrus_TRAIN004_045.tiff,0.9993901252746582,0.892608106136322,252505,1447,505036,2868,252364,1280,0.892608106136322
Cirrus_TRAIN004_046.tiff,0.9991633892059326,0.8166449666023254,252850,1102,505597,2307,252587,942,0.8166449666023254
Cirrus_TRAIN004_047.tiff,0.9989941716194153,0.8212526440620422,252400,1552,505062,2842,252277,1167,0.8212526440620422
Cirrus_TRAIN004_048.tiff,0.9985438585281372,0.7670364379882812,252286,1666,504749,3155,252007,1210,0.7670364379882812
Cirrus_TRAIN004_049.tiff,0.998599648475647,0.8114316463470459,252002,1950,504160,3744,251727,1519,0.8114316463470459
Cirrus_TRAIN004_050.tiff,0.9988492131233215,0.8511293530464172,252094,1858,504008,3896,251714,1658,0.8511293530464172
Cirrus_TRAIN004_051.tiff,0.9981531500816345,0.7856155037879944,251647,2305,503566,4338,251318,1704,0.7856155037879944
Cirrus_TRAIN004_052.tiff,0.9980087876319885,0.7605633735656738,251702,2250,503715,4189,251356,1593,0.7605633735656738
Cirrus_TRAIN004_053.tiff,0.9977632164955139,0.6875346302986145,252233,1719,504294,3610,251583,1241,0.6875346302986145
Cirrus_TRAIN004_054.tiff,0.9981508851051331,0.7891279458999634,251671,2281,503489,4415,251279,1742,0.7891279458999634
Cirrus_TRAIN004_055.tiff,0.9974051713943481,0.6191446185112,251918,2034,504467,3437,251579,1064,0.6191446185112
Cirrus_TRAIN004_056.tiff,0.9985870718955994,0.8216432929039001,251917,2035,503912,3992,251600,1640,0.8216432929039001
Cirrus_TRAIN004_057.tiff,0.9976423382759094,0.6688944697380066,251726,2226,504313,3591,251562,1201,0.6688944697380066
Cirrus_TRAIN004_058.tiff,0.9989804625511169,0.8913825750350952,251624,2328,503181,4723,251334,2105,0.8913825750350952
Cirrus_TRAIN004_059.tiff,0.9989027380943298,0.8587483763694763,252024,1928,503989,3915,251718,1681,0.8587483763694763
Cirrus_TRAIN004_060.tiff,0.9968194365501404,0.5102227926254272,251608,2344,504627,3277,251511,836,0.5102227926254272
