Slice,PSNR,SSIM,MSE
Spectralis_TEST026_001.tiff,25.851,0.486,0.002599413739517331
Spectralis_TEST026_002.tiff,25.982,0.508,0.0025225647259503603
Spectralis_TEST026_003.tiff,25.641,0.475,0.002728488529101014
Spectralis_TEST026_004.tiff,26.176,0.527,0.0024119263980537653
Spectralis_TEST026_005.tiff,26.224,0.509,0.002385728294029832
Spectralis_TEST026_006.tiff,25.765,0.484,0.002651345217600465
Spectralis_TEST026_007.tiff,25.611,0.5,0.002746961545199156
Spectralis_TEST026_008.tiff,25.707,0.469,0.0026874069590121508
Spectralis_TEST026_009.tiff,26.063,0.517,0.0024757215287536383
Spectralis_TEST026_010.tiff,24.958,0.454,0.0031929740216583014
Spectralis_TEST026_011.tiff,26.271,0.529,0.002359688049182296
Spectralis_TEST026_012.tiff,24.6,0.433,0.0034669837914407253
Spectralis_TEST026_013.tiff,25.811,0.506,0.0026235682889819145
Spectralis_TEST026_014.tiff,27.08,0.584,0.0019586426205933094
Spectralis_TEST026_015.tiff,26.49,0.546,0.002243706723675132
Spectralis_TEST026_016.tiff,26.291,0.502,0.0023488274309784174
Spectralis_TEST026_017.tiff,26.023,0.493,0.0024984334595501423
Spectralis_TEST026_018.tiff,26.362,0.533,0.0023107691667973995
Spectralis_TEST026_019.tiff,26.592,0.532,0.002191918669268489
Spectralis_TEST026_020.tiff,26.71,0.533,0.0021330281160771847
Spectralis_TEST026_021.tiff,26.059,0.511,0.002477891044691205
Spectralis_TEST026_022.tiff,26.526,0.508,0.002225131494924426
Spectralis_TEST026_023.tiff,26.499,0.503,0.0022390461526811123
Spectralis_TEST026_024.tiff,25.977,0.494,0.0025254241190850735
Spectralis_TEST026_025.tiff,26.284,0.501,0.002352810697630048
Spectralis_TEST026_026.tiff,26.425,0.53,0.002277722116559744
Spectralis_TEST026_027.tiff,26.267,0.517,0.0023618782870471478
Spectralis_TEST026_028.tiff,27.618,0.59,0.001730436459183693
Spectralis_TEST026_029.tiff,26.834,0.559,0.0020728667732328176
Spectralis_TEST026_030.tiff,26.82,0.53,0.0020798707846552134
Spectralis_TEST026_031.tiff,27.306,0.571,0.0018594579305499792
