Slice,PSNR,SSIM,MSE
Cirrus_TEST001_001.tiff,20.781,0.205,0.008353499695658684
Cirrus_TEST001_002.tiff,20.602,0.202,0.008705138228833675
Cirrus_TEST001_003.tiff,20.816,0.201,0.008287157863378525
Cirrus_TEST001_004.tiff,20.809,0.2,0.008300519548356533
Cirrus_TEST001_005.tiff,21.0,0.194,0.007944072596728802
Cirrus_TEST001_006.tiff,20.709,0.191,0.008493158034980297
Cirrus_TEST001_007.tiff,20.709,0.196,0.00849471241235733
Cirrus_TEST001_008.tiff,20.784,0.202,0.008348598144948483
Cirrus_TEST001_009.tiff,20.91,0.201,0.00811037514358759
Cirrus_TEST001_010.tiff,21.077,0.205,0.0078032976016402245
Cirrus_TEST001_011.tiff,21.157,0.204,0.0076613593846559525
Cirrus_TEST001_012.tiff,20.961,0.203,0.008015590719878674
Cirrus_TEST001_013.tiff,21.015,0.2,0.007915607653558254
Cirrus_TEST001_014.tiff,20.887,0.201,0.008151873014867306
Cirrus_TEST001_015.tiff,20.825,0.199,0.00826935563236475
Cirrus_TEST001_016.tiff,20.685,0.193,0.008541635237634182
Cirrus_TEST001_017.tiff,20.563,0.192,0.008784985169768333
Cirrus_TEST001_018.tiff,20.66,0.193,0.008589775301516056
Cirrus_TEST001_019.tiff,20.669,0.199,0.008572902530431747
Cirrus_TEST001_020.tiff,20.721,0.196,0.008470444940030575
Cirrus_TEST001_021.tiff,21.036,0.205,0.007877124473452568
Cirrus_TEST001_022.tiff,21.088,0.204,0.007783545181155205
Cirrus_TEST001_023.tiff,20.774,0.199,0.008367639034986496
Cirrus_TEST001_024.tiff,20.454,0.19,0.00900669489055872
Cirrus_TEST001_025.tiff,20.442,0.188,0.00903235748410225
Cirrus_TEST001_026.tiff,20.466,0.192,0.008981708437204361
Cirrus_TEST001_027.tiff,20.57,0.195,0.00877038948237896
Cirrus_TEST001_028.tiff,20.593,0.194,0.008723155595362186
Cirrus_TEST001_029.tiff,20.59,0.191,0.008729941211640835
Cirrus_TEST001_030.tiff,20.687,0.196,0.008537865243852139
Cirrus_TEST001_031.tiff,20.437,0.191,0.009043162688612938
Cirrus_TEST001_032.tiff,20.237,0.189,0.009468099102377892
Cirrus_TEST001_033.tiff,20.238,0.184,0.009465781040489674
Cirrus_TEST001_034.tiff,20.113,0.187,0.009743002243340015
Cirrus_TEST001_035.tiff,20.278,0.192,0.009378902614116669
Cirrus_TEST001_036.tiff,20.488,0.196,0.008937634527683258
Cirrus_TEST001_037.tiff,20.457,0.192,0.009001363068819046
Cirrus_TEST001_038.tiff,20.646,0.198,0.008617869578301907
Cirrus_TEST001_039.tiff,20.469,0.194,0.00897559430450201
Cirrus_TEST001_040.tiff,20.372,0.193,0.009179428219795227
Cirrus_TEST001_041.tiff,20.47,0.195,0.008973469957709312
Cirrus_TEST001_042.tiff,20.765,0.203,0.00838551577180624
Cirrus_TEST001_043.tiff,20.717,0.204,0.008477487601339817
Cirrus_TEST001_044.tiff,20.812,0.202,0.008294637314975262
Cirrus_TEST001_045.tiff,21.011,0.203,0.007923480123281479
Cirrus_TEST001_046.tiff,20.726,0.198,0.008461465127766132
Cirrus_TEST001_047.tiff,20.156,0.191,0.009648201987147331
Cirrus_TEST001_048.tiff,20.268,0.188,0.009401042945683002
Cirrus_TEST001_049.tiff,20.557,0.192,0.008796853944659233
Cirrus_TEST001_050.tiff,20.742,0.2,0.008429674431681633
Cirrus_TEST001_051.tiff,20.59,0.191,0.008730676956474781
Cirrus_TEST001_052.tiff,20.134,0.189,0.009695344604551792
Cirrus_TEST001_053.tiff,20.242,0.186,0.009457418695092201
Cirrus_TEST001_054.tiff,20.351,0.192,0.009224360808730125
Cirrus_TEST001_055.tiff,20.304,0.187,0.009324545972049236
Cirrus_TEST001_056.tiff,20.235,0.186,0.009473885409533978
Cirrus_TEST001_057.tiff,20.002,0.181,0.009994760155677795
Cirrus_TEST001_058.tiff,20.206,0.193,0.009535903111100197
Cirrus_TEST001_059.tiff,20.811,0.2,0.008295693434774876
Cirrus_TEST001_060.tiff,20.967,0.203,0.008003962226212025
Cirrus_TEST001_061.tiff,20.823,0.198,0.008273718878626823
Cirrus_TEST001_062.tiff,20.761,0.193,0.008393257856369019
Cirrus_TEST001_063.tiff,20.53,0.194,0.008850222453474998
Cirrus_TEST001_064.tiff,20.424,0.19,0.009069930762052536
Cirrus_TEST001_065.tiff,20.736,0.197,0.008441921323537827
Cirrus_TEST001_066.tiff,20.874,0.2,0.008176353760063648
Cirrus_TEST001_067.tiff,20.499,0.191,0.00891427043825388
Cirrus_TEST001_068.tiff,19.928,0.178,0.01016624178737402
Cirrus_TEST001_069.tiff,20.058,0.181,0.009867917746305466
Cirrus_TEST001_070.tiff,19.98,0.181,0.010046051815152168
Cirrus_TEST001_071.tiff,19.895,0.18,0.010245582088828087
Cirrus_TEST001_072.tiff,19.674,0.171,0.01077999733388424
Cirrus_TEST001_073.tiff,19.79,0.172,0.010494682937860489
Cirrus_TEST001_074.tiff,19.92,0.182,0.0101859662681818
Cirrus_TEST001_075.tiff,19.852,0.178,0.01034723874181509
Cirrus_TEST001_076.tiff,19.588,0.177,0.010994291864335537
Cirrus_TEST001_077.tiff,19.599,0.167,0.01096755638718605
Cirrus_TEST001_078.tiff,19.907,0.178,0.010216579772531986
Cirrus_TEST001_079.tiff,19.781,0.183,0.010517402552068233
Cirrus_TEST001_080.tiff,20.095,0.193,0.009782823733985424
Cirrus_TEST001_081.tiff,20.032,0.189,0.009927141480147839
Cirrus_TEST001_082.tiff,19.932,0.188,0.010157899931073189
Cirrus_TEST001_083.tiff,20.064,0.194,0.00985399354249239
Cirrus_TEST001_084.tiff,20.137,0.201,0.009689153172075748
Cirrus_TEST001_085.tiff,20.14,0.202,0.009682456962764263
Cirrus_TEST001_086.tiff,20.3,0.207,0.00933225266635418
Cirrus_TEST001_087.tiff,20.283,0.202,0.00936965737491846
Cirrus_TEST001_088.tiff,20.585,0.216,0.008739120326936245
Cirrus_TEST001_089.tiff,20.407,0.203,0.009106007404625416
Cirrus_TEST001_090.tiff,20.525,0.21,0.008861170150339603
Cirrus_TEST001_091.tiff,20.605,0.205,0.008700107224285603
Cirrus_TEST001_092.tiff,20.338,0.206,0.009252076968550682
Cirrus_TEST001_093.tiff,20.452,0.211,0.009011064656078815
Cirrus_TEST001_094.tiff,20.946,0.218,0.008041942492127419
Cirrus_TEST001_095.tiff,21.031,0.226,0.00788711104542017
Cirrus_TEST001_096.tiff,21.251,0.221,0.007497075945138931
Cirrus_TEST001_097.tiff,21.142,0.207,0.007688295561820269
