,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Run014,0.586 (0.439),0.445 (0.247),0.638 (0.481),0.619 (0.427),0.468 (0.219),0.674 (0.469),0.727 (0.408),0.624 (0.276),0.753 (0.432),0.482 (0.430),0.518 (0.246),0.463 (0.500),0.780 (0.379),0.820 (0.181),0.768 (0.424),0.698 (0.390),0.551 (0.248),0.766 (0.424),0.749 (0.391),0.614 (0.210),0.779 (0.415),0.793 (0.369),0.616 (0.194),0.822 (0.383),0.788 (0.327),0.597 (0.207),0.871 (0.336),0.627 (0.432),0.508 (0.247),0.668 (0.471),0.711 (0.407),0.573 (0.247),0.749 (0.434),0.744 (0.379),0.597 (0.243),0.796 (0.403),0.667 (0.359),0.610 (0.213),0.720 (0.449)
