,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run110,0.720 (0.439),0.722 (0.169),0.719 (0.450),0.864 (0.299),0.875 (0.132),0.859 (0.349),0.816 (0.341),0.803 (0.141),0.820 (0.384),0.781 (0.386),0.809 (0.150),0.775 (0.418)
