Slice,PSNR,SSIM,MSE
Spectralis_TEST026_001.tiff,25.487,0.489,0.0028269323520362377
Spectralis_TEST026_002.tiff,25.545,0.51,0.002789466641843319
Spectralis_TEST026_003.tiff,25.317,0.483,0.002939542755484581
Spectralis_TEST026_004.tiff,25.609,0.527,0.0027483305893838406
Spectralis_TEST026_005.tiff,25.66,0.512,0.002716556191444397
Spectralis_TEST026_006.tiff,25.468,0.492,0.002839130349457264
Spectralis_TEST026_007.tiff,25.299,0.511,0.002951744245365262
Spectralis_TEST026_008.tiff,25.355,0.476,0.002914079697802663
Spectralis_TEST026_009.tiff,25.467,0.524,0.0028397897258400917
Spectralis_TEST026_010.tiff,24.852,0.464,0.0032719112932682037
Spectralis_TEST026_011.tiff,25.8,0.535,0.002630164148285985
Spectralis_TEST026_012.tiff,24.358,0.439,0.0036659101024270058
Spectralis_TEST026_013.tiff,25.562,0.509,0.0027783408295363188
Spectralis_TEST026_014.tiff,26.355,0.586,0.0023147682659327984
Spectralis_TEST026_015.tiff,25.749,0.55,0.0026616372633725405
Spectralis_TEST026_016.tiff,25.863,0.508,0.0025925366207957268
Spectralis_TEST026_017.tiff,25.661,0.501,0.0027155636344105005
Spectralis_TEST026_018.tiff,25.915,0.538,0.0025615235790610313
Spectralis_TEST026_019.tiff,25.953,0.533,0.002539360197260976
Spectralis_TEST026_020.tiff,26.036,0.537,0.0024911612272262573
Spectralis_TEST026_021.tiff,25.593,0.518,0.0027589236851781607
Spectralis_TEST026_022.tiff,25.983,0.515,0.0025215258356183767
Spectralis_TEST026_023.tiff,25.918,0.508,0.002559904009103775
Spectralis_TEST026_024.tiff,25.612,0.502,0.0027466483879834414
Spectralis_TEST026_025.tiff,25.707,0.507,0.0026874954346567392
Spectralis_TEST026_026.tiff,25.849,0.534,0.0026005927938967943
Spectralis_TEST026_027.tiff,25.774,0.523,0.0026463393587619066
Spectralis_TEST026_028.tiff,26.674,0.59,0.002150611486285925
Spectralis_TEST026_029.tiff,26.142,0.565,0.0024312608875334263
Spectralis_TEST026_030.tiff,26.185,0.531,0.0024071643128991127
Spectralis_TEST026_031.tiff,26.478,0.573,0.002250166842713952
Spectralis_TEST026_032.tiff,26.06,0.539,0.002477168571203947
Spectralis_TEST026_033.tiff,26.085,0.548,0.00246296520344913
Spectralis_TEST026_034.tiff,26.053,0.537,0.002481248928233981
Spectralis_TEST026_035.tiff,25.831,0.544,0.002611709525808692
Spectralis_TEST026_036.tiff,25.459,0.486,0.002845213282853365
Spectralis_TEST026_037.tiff,25.693,0.526,0.0026956815272569656
Spectralis_TEST026_038.tiff,25.678,0.529,0.0027053174562752247
Spectralis_TEST026_039.tiff,25.748,0.521,0.0026620759163051844
Spectralis_TEST026_040.tiff,25.794,0.53,0.0026341003831475973
Spectralis_TEST026_041.tiff,25.387,0.489,0.002892779652029276
Spectralis_TEST026_042.tiff,24.833,0.452,0.0032863307278603315
Spectralis_TEST026_043.tiff,25.336,0.499,0.002926621353253722
Spectralis_TEST026_044.tiff,25.281,0.507,0.0029639932326972485
Spectralis_TEST026_045.tiff,25.06,0.482,0.003119163913652301
Spectralis_TEST026_046.tiff,25.55,0.486,0.00278632715344429
Spectralis_TEST026_047.tiff,24.927,0.481,0.003216081066057086
Spectralis_TEST028_001.tiff,26.113,0.584,0.0024475371465086937
Spectralis_TEST028_002.tiff,26.679,0.621,0.0021482573356479406
Spectralis_TEST028_003.tiff,27.533,0.679,0.0017649473156780005
Spectralis_TEST028_004.tiff,26.577,0.612,0.00219959719106555
Spectralis_TEST028_005.tiff,25.534,0.532,0.0027967258356511593
