Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6567866317927837 (0.19764197327710215),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6234443523667076 (0.2148599338388162),0.8072304238202208 (0.16137026666756668)
TRAIN006,0.6340734158806941 (0.2833305540329002),nan (nan),nan (nan)
TRAIN009,0.4448233770357596 (0.2616270891861817),nan (nan),0.4435984066554478 (0.23942067933050823)
TRAIN020,0.2836537858357235 (0.14909941020041298),0.7500967712237917 (0.1554925906574143),0.4549114778964666 (0.276644252573088)
TRAIN030,0.48058562617945044 (0.3128081045304274),0.9139531433582306 (0.06309554083931092),0.6961450758390129 (0.303002916120243)
TRAIN036,0.68359525890454 (0.19603662558385707),nan (nan),nan (nan)
TRAIN038,nan (nan),0.8414762096013874 (0.17002756491144025),0.5995562323792414 (0.29209743772408814)
TRAIN045,0.5971706321364955 (0.26987168809061335),nan (nan),0.2474874576840263 (0.23563120373133106)
TRAIN047,0.6325354420890411 (0.1926267345102928),nan (nan),nan (nan)
TRAIN055,0.38442509807646275 (0.3904157779141031),nan (nan),0.6500727784249091 (0.25588397071510555)
TRAIN058,nan (nan),nan (nan),0.5279387430671383 (0.2531545630652551)
TRAIN061,0.6870000061210034 (0.16637544688876163),0.7124588660997887 (0.12333777022676141),0.5227836259340836 (0.19863392004487213)
TRAIN066,0.7702934310624474 (0.19143312926736764),nan (nan),nan (nan)
