Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.6091987967374735 (0.3911050420880548),0.8080761069431901 (0.37634269949859805),0.78125 (0.41502300476984283)
TRAIN017,0.4894366682274267 (0.4403400366714594),0.6171875 (0.4879830536298584),0.6597056497412268 (0.34259567335579816)
TRAIN019,0.5231343044433743 (0.4505624320587828),0.953125 (0.21220162006698987),0.75 (0.43471413360133115)
TRAIN021,0.7237676691729575 (0.3529487532923578),0.8298457339406013 (0.3378817538497953),0.921875 (0.269422684043429)
TRAIN023,0.8671875 (0.34070546889569153),0.3359375 (0.4741730264946732),0.6246139185968786 (0.443940768998757)
TRAIN025,0.5160342743810342 (0.375063454626241),0.673469387755102 (0.47380354147934284),0.7566552885941097 (0.2608657773062468)
TRAIN031,0.5714285714285714 (0.5),0.7346938775510204 (0.44607128559988557),0.7787786348133671 (0.33175020142203876)
TRAIN035,0.7959183673469388 (0.40720550896397784),0.9246529863805187 (0.1065232726199088),0.5148498257812189 (0.29947816827847124)
TRAIN037,0.6240349819465559 (0.15328806292567226),0.8677928836978211 (0.28208861391532486),0.4897959183673469 (0.5050762722761054)
TRAIN053,0.49916293541900814 (0.31315394161417354),0.5362118661578279 (0.35970470147668204),0.6311694292817265 (0.27249930148594526)
TRAIN057,0.3203125 (0.46843000888963804),0.6320786805881653 (0.3634109831397875),0.6374436125624925 (0.28036730330325665)
TRAIN060,0.32665452044602716 (0.4023341777621738),0.5234375 (0.5014128660143499),0.2109375 (0.4095771537596913)
TRAIN065,0.8184256807435304 (0.3167488126226866),0.9609375 (0.19450497433065847),0.984375 (0.12450690143095285)
TRAIN070,0.32224689482245594 (0.41683487581865925),0.34375 (0.47682513013096267),0.1796875 (0.3854355088676484)
