Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6068026885179278 (0.43400365579225514),0.8015584148466587 (0.3330435185473138),0.613932573737111 (0.45314607114663213)
Spectralis,0.6686401696457547 (0.4001452184319378),0.8407597766847027 (0.33348885590344274),0.7603945304316525 (0.3659234782564989)
Topcon,0.8367992605781183 (0.3248390462304545),0.8641984954888358 (0.3080815390602108),0.787017585198555 (0.3347695758666095)
