slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED
Cirrus_TRAIN008_000.tiff,0.9998188018798828,0.0,0.0,1.0,253952,0,0,0,507812,85,7,0,253860,0,0,0
Cirrus_TRAIN008_001.tiff,0.9994444847106934,0.0,0.0,0.0,253952,0,0,0,507622,198,60,24,253670,0,0,0
Cirrus_TRAIN008_002.tiff,0.9976040720939636,0.0,0.0,1.0,253952,0,0,0,506690,48,1166,0,252738,0,0,0
Cirrus_TRAIN008_003.tiff,0.9975981116294861,0.0,0.0,0.0,253952,0,0,0,506687,348,675,194,252735,0,0,0
Cirrus_TRAIN008_004.tiff,0.9994345903396606,0.0,0.0,0.0,253952,0,0,0,507617,57,174,56,253665,0,0,0
Cirrus_TRAIN008_005.tiff,0.999079704284668,0.0,0.0,1.0,253952,0,0,0,507437,27,440,0,253485,0,0,0
Cirrus_TRAIN008_006.tiff,0.9973441362380981,0.5711060762405396,0.0,0.0,253642,310,0,0,506054,886,933,31,252355,253,0,0
Cirrus_TRAIN008_007.tiff,0.9986537098884583,0.6848739385604858,0.0,0.0,253600,352,0,0,506570,952,320,62,252944,326,0,0
Cirrus_TRAIN008_008.tiff,0.9978700876235962,0.31550800800323486,0.0,0.0,253729,223,0,0,506589,748,549,18,252755,118,0,0
Cirrus_TRAIN008_009.tiff,0.9977148175239563,0.0,0.0,0.0,253952,0,0,0,506746,30,1079,49,252794,0,0,0
Cirrus_TRAIN008_010.tiff,0.9958878755569458,0.0,0.0,0.0,253952,0,0,0,505824,251,1750,79,251872,0,0,0
Cirrus_TRAIN008_011.tiff,0.9989080429077148,0.0,0.0,0.0,253952,0,0,0,507350,78,384,92,253398,0,0,0
Cirrus_TRAIN008_012.tiff,0.9980588555335999,0.0,0.0,0.0,253952,0,0,0,506920,117,428,439,252968,0,0,0
Cirrus_TRAIN008_013.tiff,0.9993439316749573,0.0,0.0,0.0,253952,0,0,0,507571,30,60,243,253619,0,0,0
Cirrus_TRAIN008_014.tiff,0.9993971586227417,0.0,0.0,0.0,253952,0,0,0,507598,218,70,18,253646,0,0,0
Cirrus_TRAIN008_015.tiff,0.9998247623443604,0.0,0.0,1.0,253952,0,0,0,507815,69,20,0,253863,0,0,0
Cirrus_TRAIN008_016.tiff,0.9996927380561829,0.0,1.0,1.0,253952,0,0,0,507748,156,0,0,253796,0,0,0
Cirrus_TRAIN008_017.tiff,0.9999842643737793,1.0,0.0,1.0,253952,0,0,0,507896,0,8,0,253944,0,0,0
Cirrus_TRAIN008_018.tiff,0.99993896484375,0.0,1.0,1.0,253952,0,0,0,507873,31,0,0,253921,0,0,0
Cirrus_TRAIN008_019.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN008_020.tiff,0.9999232292175293,1.0,0.0,0.0,253952,0,0,0,507865,0,37,2,253913,0,0,0
