Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.5025583476656013 (0.16831457442146888),nan (nan),nan (nan)
TRAIN005,nan (nan),0.40631749863651667 (0.2203953182078587),0.7496686128236479 (0.13411160153965485)
TRAIN006,0.5520092028321004 (0.2254676999859118),nan (nan),nan (nan)
TRAIN009,0.3636391362414469 (0.1769589431877557),nan (nan),0.4260592354195459 (0.19786846424740373)
TRAIN020,0.5252371485421092 (0.20212202942031743),0.5583120667584369 (0.21283855065550675),0.4879829151588574 (0.26462997276643335)
TRAIN030,0.4514820747273533 (0.31066395007912956),0.8520803645253181 (0.16090961892605601),0.6489246818237007 (0.15783612544142916)
TRAIN036,0.4490073093253633 (0.21602751907624515),nan (nan),nan (nan)
TRAIN038,nan (nan),0.7957146108150482 (0.19852018973128685),0.4813639758662744 (0.22298201245145796)
TRAIN045,0.564072170932042 (0.23848060520415285),nan (nan),0.16771043149324563 (0.09852240993949998)
TRAIN047,0.45343574493502575 (0.1622771272157338),nan (nan),nan (nan)
TRAIN055,0.6526197642087936 (0.1561659002058487),nan (nan),0.6708380110081165 (0.2236551621075587)
TRAIN058,nan (nan),nan (nan),0.5335455194992178 (0.13237454996508916)
TRAIN061,0.5775766842207819 (0.18697464524134658),0.6434076772364852 (0.18197332027427326),0.576866025389251 (0.21725750517487194)
TRAIN066,0.6952456510380695 (0.18050826047279048),nan (nan),nan (nan)
