,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run072,0.447 (0.457),0.508 (0.249),0.431 (0.496),0.437 (0.437),0.628 (0.242),0.347 (0.478),0.769 (0.345),0.623 (0.203),0.832 (0.374),0.563 (0.444),0.583 (0.235),0.556 (0.497)
