,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run078,0.618 (0.419),0.566 (0.248),0.643 (0.480),0.644 (0.433),0.686 (0.127),0.632 (0.483),0.588 (0.417),0.600 (0.198),0.582 (0.494),0.611 (0.421),0.594 (0.220),0.619 (0.486)
