Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6209850107066381 (0.48566212246759727),0.835820895522388 (0.3708335752094396),0.6196078431372549 (0.485959892207411)
Spectralis,0.70625 (0.4569088785200394),0.8324324324324325 (0.3744953517837546),0.8323353293413174 (0.37469175461068566)
Topcon,0.8729016786570744 (0.3334831797483344),0.9225512528473804 (0.2676071142040656),0.8739495798319328 (0.332372012591368)
