Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.596023619645971 (0.1943099204240886),0.6263082355260849 (0.24937602319103816),nan (nan)
TRAIN010,0.8378984305788489 (0.09839806538718006),nan (nan),nan (nan)
TRAIN011,0.6039131025181097 (0.20880177162119934),0.7171980164399961 (0.18289270984287334),0.2779386944391511 (0.26691650373690184)
TRAIN013,0.3975003943261173 (0.2437814203320624),0.721111317552053 (0.17870794587886918),0.2367799418456288 (0.17319383838028443)
TRAIN015,nan (nan),0.8274989539384842 (0.11966265680861325),0.6913653770018191 (0.13017589197384882)
TRAIN028,nan (nan),0.7495070802313941 (0.14156394742152173),0.2844001258808104 (0.26428954565197005)
TRAIN029,0.6694376819274005 (0.22464569168649454),0.89479527870814 (0.04117298937132731),nan (nan)
TRAIN032,0.6776945919406657 (0.12770669392147818),0.811758791699129 (0.16539164015642707),nan (nan)
TRAIN041,0.7584896286328634 (0.1190604764876025),nan (nan),nan (nan)
TRAIN046,0.5803110053141912 (0.230010013059729),0.2673572550217311 (0.2734599860594729),0.7031426762833315 (0.17564625679329826)
TRAIN049,nan (nan),0.5250023528933525 (0.2757814202059128),0.5143030496506855 (0.199477382003592)
TRAIN050,0.4364562073873507 (0.24403440490342423),nan (nan),0.6133797476914796 (0.22227022638786098)
TRAIN051,0.5624039741803188 (0.18882089411258537),0.8300101296468214 (0.08660372063112425),nan (nan)
TRAIN056,0.6778727976812257 (0.3681671552770111),nan (nan),nan (nan)
