Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.18308857710326265 (0.20515120422446678),0.015730246570456075 (0.0674273627622418),0.0 (0.0)
TRAIN010,0.052959908372940845 (0.11656397358394907),0.0 (0.0),0.0 (0.0)
TRAIN011,0.13863049872452393 (0.24943777165845576),0.12580732912101666 (0.2372377235735291),0.012899060666313744 (0.03703646779721659)
TRAIN013,0.06120328503629935 (0.18503499715510646),0.3104994263703702 (0.3689907070366021),0.06390537971037702 (0.0900333400234476)
TRAIN015,0.0 (0.0),0.15651239819169405 (0.1443418490458498),0.31577820764505304 (0.2407002193533307)
TRAIN028,0.02040816326530612 (0.14285714285714282),0.505496511653978 (0.4538590981018576),0.30719705454396956 (0.422637267927291)
TRAIN029,0.3165043583329843 (0.38106211114047356),0.34655226006799816 (0.46312629802376887),0.3877551020408163 (0.49228745543179375)
TRAIN032,0.5518348244379978 (0.1534030330842761),0.5251275621810738 (0.36330846702385106),0.0 (0.0)
TRAIN041,0.03940600400068322 (0.16463974006513696),0.1836734693877551 (0.39123039821797584),0.12244897959183673 (0.331200660553418)
TRAIN046,0.2602527819725932 (0.20350797850021193),0.13234738366944448 (0.32069863887406475),0.3908295251277028 (0.3260395071309047)
TRAIN049,0.203125 (0.40390563722177425),0.7609924298230908 (0.4010660351793911),0.14128350681858137 (0.27300831586842694)
TRAIN050,0.4090320083341794 (0.45760797745451387),0.7109375 (0.45510825483839235),0.13169624398142332 (0.2247575540864829)
TRAIN051,0.338223310696776 (0.41699417279216006),0.42340850982509437 (0.47625385598617426),0.109375 (0.31333549728408955)
TRAIN056,0.5920325530460104 (0.4285110818512268),0.296875 (0.4604927485081295),0.0 (0.0)
