Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.0 (0.0),0.4 (0.50709255283711),0.0 (0.0)
D3S1,0.0 (0.0),0.5384615384615384 (0.5188745216627708),0.0 (0.0)
D4S1,0.0 (0.0),0.631578947368421 (0.4955946277833521),0.0 (0.0)
D4S2,0.13333333333333333 (0.35186577527449836),0.3076923076923077 (0.48038446141526137),0.0 (0.0)
D5S2,0.0 (0.0),0.6666666666666666 (0.5163977794943222),0.0 (0.0)
D5S3,0.0 (0.0),0.8 (0.4472135954999579),0.0 (0.0)
