Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.8913043478260869 (0.3129625101000779),0.8046875 (0.3979988080146752),0.5546875 (0.4989531363599836)
TRAIN005,0.6328125 (0.48393228116742265),0.6575342465753424 (0.47781848256749665),0.42028985507246375 (0.49722160704580604)
TRAIN006,0.23376623376623376 (0.42600049098389964),0.7890625 (0.4095771537596912),0.859375 (0.3490002594588752)
TRAIN009,0.9230769230769231 (0.2679456508228334),0.953125 (0.21220162006698995),0.5964912280701754 (0.49276712347260926)
TRAIN020,0.24050632911392406 (0.43012192288835077),0.08333333333333333 (0.2886751345948129),0.014084507042253521 (0.11867816581938533)
TRAIN030,0.7666666666666667 (0.4301830671520764),0.7931034482758621 (0.4122508203948854),1.0 (0.0)
TRAIN036,0.7692307692307693 (0.4296689244236597),0.9387755102040817 (0.24222607082590245),0.9387755102040817 (0.24222607082590245)
TRAIN038,0.3673469387755102 (0.4870779177494949),0.8888888888888888 (0.3333333333333333),0.8125 (0.40311288741492746)
TRAIN045,0.6666666666666666 (0.47946330148538413),0.6122448979591837 (0.4922874554317936),0.6111111111111112 (0.4944132324730442)
TRAIN047,0.64 (0.4898979485566356),0.8163265306122449 (0.39123039821797584),0.9183673469387755 (0.27664166758624403)
TRAIN055,0.717741935483871 (0.4519242304823192),0.7109375 (0.4551082548383925),0.5606060606060606 (0.500116536535786)
TRAIN058,0.8125 (0.39184602471712565),0.8671875 (0.3407054688956917),0.851063829787234 (0.3579345410363401)
TRAIN061,0.72 (0.45202248210053037),0.8 (0.4036867138796656),0.8405797101449275 (0.36874941299243813)
TRAIN066,0.9444444444444444 (0.23034469096157237),1.0 (0.0),0.9453125 (0.22826265262341355)
