Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.775620057771448 (0.35386959630549025),0.4765625 (0.5014128660143498),0.9765625 (0.15188286773632842)
TRAIN005,0.515625 (0.50171948431856),0.6621316452510655 (0.3825879495959842),0.7934544679446844 (0.3221326140789116)
TRAIN006,0.3144880981708411 (0.3880769642417729),0.6484375 (0.47933424548809145),0.5390625 (0.5004304249705652)
TRAIN009,0.617087606980931 (0.42951296671742184),0.8359375 (0.3717874202104901),0.5052069070516154 (0.47702982638186653)
TRAIN020,0.32180727962986566 (0.3783286759880425),0.6462013609707355 (0.23973690278025248),0.17783643873099209 (0.273902246708009)
TRAIN030,0.633670763549756 (0.4234737884945175),0.8535089249513588 (0.29722159418308736),0.6951511745550194 (0.33076237606199116)
TRAIN036,0.5620970332196781 (0.4007758008448553),0.7755102040816326 (0.42156979070537554),0.9387755102040817 (0.24222607082590245)
TRAIN038,0.4897959183673469 (0.5050762722761054),0.8086515186088425 (0.23034731932870006),0.6420325034735154 (0.298720632745407)
TRAIN045,0.5993038355467879 (0.4185677090508436),0.673469387755102 (0.47380354147934284),0.6012380168754228 (0.44743400752291257)
TRAIN047,0.6637729406356812 (0.3566098285410623),0.9183673469387755 (0.27664166758624403),0.8979591836734694 (0.3058388709205983)
TRAIN055,0.6116448643151671 (0.48339822783857),0.7109375 (0.45510825483839257),0.6745434069307521 (0.3569381931942463)
TRAIN058,0.765625 (0.4252720296617196),0.8046875 (0.3979988080146752),0.8166824398795143 (0.30634742096170486)
TRAIN061,0.8237364057276864 (0.2568058761211825),0.6548457432945725 (0.34341561102119406),0.7169905812479556 (0.3229175315765127)
TRAIN066,0.908066836418584 (0.20090870284998985),0.9765625 (0.1518828677363284),0.9609375 (0.19450497433065844)
