vendor,Dice_Background,Dice_IRF,Dice_SRF,Dice_PED
Cirrus,0.9741871051272903,0.23012352051050453,0.10292240819462031,0.21684633280039828
Spectralis,0.9886785741271307,0.5816315154312717,0.7505108336339925,0.4908855413307417
Topcon,0.9938170192355824,0.3711415473542183,0.04063184701685155,0.22612070375739662
