Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.21137517733933375 (0.18789678718286504),0.25209936545299433 (0.21469565833337373),0.18042531032670225 (0.18311930393095796)
Spectralis,0.5941325839076723 (0.2188566534563506),0.8009224645139879 (0.15507002968087413),0.33083676805042406 (0.25849648610779485)
Topcon,0.10109344370811518 (0.15361727744785558),0.41327825942780916 (0.2699795853811083),0.34394302669504323 (0.2244608029991254)
