Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6195364620595079 (0.23748784590618285),0.7545965740940085 (0.1404458369646007),0.5235145837934905 (0.26498923984089245)
Spectralis,0.6497337838013967 (0.19093881915253375),0.8151096680708099 (0.17060783545666702),0.7311923715803358 (0.18598322291507866)
Topcon,0.5854845621944529 (0.26923989595204384),0.6803099156879797 (0.23408180358207734),0.5460505332440546 (0.20627110520679665)
