Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.4938487756063333 (0.20843334291420654),0.5094249249648368 (0.22615035438659636),0.6000792585886442 (0.24800327445994283)
Spectralis,0.4765312548288528 (0.2335302669340342),0.8145031953851382 (0.1873683889063464),0.49783123886355984 (0.24537412347885895)
Topcon,0.6278039795787711 (0.19034255198354783),0.6434076772364852 (0.18197332027427326),0.6049522570544673 (0.21100054656479897)
