Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.3902439024390244 (0.4938647983247948),0.9745762711864406 (0.15807952162954783),0.9140625 (0.28137300459805215)
TRAIN010,0.7872340425531915 (0.41145794871387054),0.96875 (0.1746763035549529),0.9140625 (0.2813730045980521)
TRAIN011,0.5106382978723404 (0.5025671912722798),0.2988505747126437 (0.4604078709633608),0.330188679245283 (0.4725150159006297)
TRAIN013,0.391304347826087 (0.4907164920657183),0.7301587301587301 (0.4474425249214015),0.9354838709677419 (0.24767560367065306)
TRAIN015,0.328125 (0.4713755210973134),1.0 (0.0),0.75 (0.4380187953915666)
TRAIN028,0.8979591836734694 (0.3058388709205983),1.0 (0.0),0.8947368421052632 (0.31101174777590485)
TRAIN029,0.9375 (0.24593468841898236),0.8837209302325582 (0.3243530062242882),0.9591836734693877 (0.199914947901746)
TRAIN032,nan (nan),0.8 (0.4140393356054125),0.7959183673469388 (0.4072055089639779)
TRAIN041,0.9565217391304348 (0.20618457094236217),0.7959183673469388 (0.40720550896397784),0.9387755102040817 (0.2422260708259025)
TRAIN046,0.8461538461538461 (0.37553380809940534),0.3695652173913043 (0.48802074874715057),0.8666666666666667 (0.3518657752744984)
TRAIN049,0.9609375 (0.19450497433065841),0.8990825688073395 (0.3026106815708056),0.8282828282828283 (0.3790537100600475)
TRAIN050,0.945054945054945 (0.22913544575873132),0.8984375 (0.3032590366453845),0.9880952380952381 (0.1091089451179962)
TRAIN051,0.759493670886076 (0.43012192288835066),0.9905660377358491 (0.09712858623572641),0.9609375 (0.1945049743306584)
TRAIN056,0.972972972972973 (0.1643989873053573),0.75 (0.4364357804719847),0.71875 (0.4531634835874829)
