Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.0 (0.0),0.0 (0.0),0.0 (0.0)
TRAIN010,0.0 (0.0),0.0 (0.0),0.0 (0.0)
TRAIN011,0.2127659574468085 (0.41145794871387054),0.0 (0.0),0.0 (0.0)
TRAIN013,0.20652173913043478 (0.4070273765196914),0.20634920634920634 (0.4079346152039786),0.0 (0.0)
TRAIN015,0.0 (0.0),0.0 (0.0),0.0 (0.0)
TRAIN028,0.02040816326530612 (0.14285714285714282),0.4857142857142857 (0.50709255283711),0.05263157894736842 (0.22629428592141426)
TRAIN029,0.09375 (0.29614458108029906),0.18604651162790697 (0.39374961547907894),0.1836734693877551 (0.3912303982179759)
TRAIN032,nan (nan),0.06666666666666667 (0.2581988897471611),0.0 (0.0)
TRAIN041,0.0 (0.0),0.1836734693877551 (0.39123039821797584),0.061224489795918366 (0.24222607082590245)
TRAIN046,0.07692307692307693 (0.2773500981126145),0.13043478260869565 (0.34050261230349943),0.0 (0.0)
TRAIN049,0.4765625 (0.5014128660143499),0.7522935779816514 (0.4336742954054493),0.0 (0.0)
TRAIN050,0.054945054945054944 (0.22913544575873132),0.3671875 (0.4839322811674229),0.0 (0.0)
TRAIN051,0.24050632911392406 (0.43012192288835066),0.4056603773584906 (0.49335203092223534),0.015625 (0.12450690143095285)
TRAIN056,0.32432432432432434 (0.4745789978762494),0.09375 (0.29378482569650155),0.0 (0.0)
